order_no,issued_date,closes_area,closure_type,closes_edit
PTN-2014-432,2014-10-30,"Ptn of SA 24-3 (Dixon Point), 24-4, 24-9, 24-13 and 24-14",biotoxins,"ptn of sa 24~3 (dixon point), 24~4, 24~9, 24~13 and 24~14"
PTN-2014-435,2014-10-30,"SA 16-3, 16-4, 16-10, 16-11, 16-16 AND 16-18",biotoxins,"sa 16~3, 16~4, 16~10, 16~11, 16~16 and 16~18"
PTN-2014-436,2014-10-30,"Area 29, except 29-1",biotoxins,"area 29, except 29~1"
PTN-2014-437,2014-10-30,SA 29-1,biotoxins,sa 29~1
PTN-2014-438,2014-11-07,Area 2,biotoxins,area 2
PTN-2014-439,2014-11-07,Area 23 except SA 23-3 and 23-4,biotoxins,area 23 except sa 23~3 and 23~4
PTN-2014-440,2014-11-07,SA 23-3 and 23-4,biotoxins,sa 23~3 and 23~4
PTN-2014-441,2014-11-14,"Area 12 except SA 12-16, 12-17",biotoxins,"area 12 except sa 12~16, 12~17"
PTN-2014-442,2014-11-14,"SA 12-16, 12-17",biotoxins,"sa 12~16, 12~17"
PTN-2014-445,2014-11-14,"SA 16-11, 16-16 and 16-18",biotoxins,"sa 16~11, 16~16 and 16~18"
PTN-2014-446,2014-11-14,Area 29,biotoxins,area 29
PTN-2014-447,2014-11-14,Area 24 except SA 24-8 and 24-9,biotoxins,area 24 except sa 24~8 and 24~9
PTN-2014-448,2014-11-14,SA 24-9,biotoxins,sa 24~9
PTN-2014-449,2014-11-14,SA 24-8,biotoxins,sa 24~8
PTN-2014-452,2014-11-17,"SA 16-3, 16-4, 16-10, 16-11, 16-16 and 16-18",biotoxins,"sa 16~3, 16~4, 16~10, 16~11, 16~16 and 16~18"
PTN-2014-453,2014-11-17,"Area 29, except 29-1",biotoxins,"area 29, except 29~1"
PTN-2014-454,2014-11-17,SA 29-1,biotoxins,sa 29~1
PTN-2014-457,2014-11-21,"Area 7, except SA 7-12 and 7-15",biotoxins,"area 7, except sa 7~12 and 7~15"
PTN-2014-458,2014-11-21,SA 7-12 and 7-15,biotoxins,sa 7~12 and 7~15
PTN-2014-459,2014-11-24,"Area 7, except SA 7-12 and 7-15, 7-17",biotoxins,"area 7, except sa 7~12 and 7~15, 7~17"
PTN-2014-460,2014-11-24,"SA 7-12 and 7-15, 7-17",biotoxins,"sa 7~12 and 7~15, 7~17"
PTN-2014-463,2014-11-24,"SA 25-6 and 25-12, 25-13",biotoxins,"sa 25~6 and 25~12, 25~13"
PTN-2014-464,2014-11-24,SA   25-15,biotoxins,sa 25~15
PTN-2014-465,2014-11-24,"Area 6, except SA ptn 6-9, 6-10, 6-12 and 6-13",biotoxins,"area 6, except sa ptn 6~9, 6~10, 6~12 and 6~13"
PTN-2014-466,2014-11-24,"SA 6-10, 6-12 6-13 and ptn 6-9",biotoxins,"sa 6~10, 6~12 6~13 and ptn 6~9"
PSN-2014-467,2014-11-25,"Area 13, new closure 13.28",sanitary closure,"area 13, new closure 13~28"
PSN-2014-468,2014-11-25,"Area 16, expands 16.19, new closure 16.46",sanitary closure,"area 16, expands 16~19, new closure 16~46"
PSN-2014-F-469,2014-11-25,"Floathomes: New closures 16.47, 16-48, 18.33, 23.29, 25.29, 25.30; revokes 23.27",sanitary closure,"floathomes: new closures 16~47, 16~48, 18~33, 23~29, 25~29, 25~30; revokes 23~27"
PSN-2014-470,2014-11-25,"Area 18,revokes 18.27",sanitary closure,"area 18,revokes 18~27"
PSN-2014-471,2014-11-25,"Area 25, new closure 25.31",sanitary closure,"area 25, new closure 25~31"
PSN-2014-472,2014-11-25,"Area 4, expands 4.3, new closure 4.5",sanitary closure,"area 4, expands 4~3, new closure 4~5"
PSN-2014-473,2014-11-25,"Area 29, new closure 29.10",sanitary closure,"area 29, new closure 29~10"
PTN-2014-476,2014-11-26,SA 17-9 and ptn 17-6 (kuper Island),biotoxins,sa 17~9 and ptn 17~6 (kuper island)
PTN-2014-477,2014-11-26,"Area 5, except SA 5-16, 5-17 and 5-19",biotoxins,"area 5, except sa 5~16, 5~17 and 5~19"
PTN-2014-478,2014-11-26,"SA 5-16, 5-17, 5-19",biotoxins,"sa 5~16, 5~17, 5~19"
PTN-2014-479,2014-11-26,"Area 6, except SA 6-5, ptn 6-9, 6-10, 6-12 and 6-13",biotoxins,"area 6, except sa 6~5, ptn 6~9, 6~10, 6~12 and 6~13"
PTN-2014-480,2014-11-26,"SA 6-5, 6-10, 6-12 6-13 and ptn 6-9",biotoxins,"sa 6~5, 6~10, 6~12 6~13 and ptn 6~9"
PTN-2014-481,2014-11-28,Area 2 except SA 2-1,biotoxins,area 2 except sa 2~1
PTN-2014-482,2014-11-28,SA 2-1,biotoxins,sa 2~1
PTN-2014-483,2014-11-28,"Area 12, except SA 12-6 and 12-26",biotoxins,"area 12, except sa 12~6 and 12~26"
PTN-2014-484,2014-11-28,"Area 7, except SA 7-12, 7-15, 7-17 and 7-21",biotoxins,"area 7, except sa 7~12, 7~15, 7~17 and 7~21"
PTN-2014-485,2014-11-28,"SA 7-12, 7-15, 7-17 and 7-21",biotoxins,"sa 7~12, 7~15, 7~17 and 7~21"
PTN-2014-488,2014-11-28,"Area 12, except SA 12-6 and 12-26",biotoxins,"area 12, except sa 12~6 and 12~26"
PTN-2014-489,2014-12-02,"Area 6, except SA 6-5, 6-9, 6-10, 6-12 and 6-13",biotoxins,"area 6, except sa 6~5, 6~9, 6~10, 6~12 and 6~13"
PTN-2014-490,2014-12-02,"SA 6-5, 6-10, 6-12 6-13 and 6-9",biotoxins,"sa 6~5, 6~10, 6~12 6~13 and 6~9"
PTN-2014-491,2014-12-05,"Area 6, except SA  6-9",biotoxins,"area 6, except sa 6~9"
PTN-2014-492,2014-12-05,SA  6-9,biotoxins,sa 6~9
PTN-2014-493,2014-12-05,"Area 12, except SA 12-6, 12-16, 12-17 and 12-26",biotoxins,"area 12, except sa 12~6, 12~16, 12~17 and 12~26"
PTN-2014-494,2014-12-05,"SA 12-6, 12-16, 12-17 and 12-26",biotoxins,"sa 12~6, 12~16, 12~17 and 12~26"
PSN-2014-495,2014-12-09,"Area 14, Baynes Sound section C",sanitary closure,"area 14, baynes sound section c"
PSN-2014-496,2014-12-09,"Area 14, closes Baynes Sound Section B",sanitary closure,"area 14, closes baynes sound section b"
PSN-2014-497,2014-12-09,"Area 14, closes Baynes Sound Section A",sanitary closure,"area 14, closes baynes sound section a"
PSN-2014-498,2014-12-10,"Area 14 (Subareas 14-8, 14-11, 14-13, 14-14 and 14-15) rainfall",sanitary closure,"area 14 (subareas 14~8, 14~11, 14~13, 14~14 and 14~15) rainfall"
PTN-2014-501,2014-12-11,Area 6,biotoxins,area 6
PTN-2014-502,2014-12-12,Area 2,biotoxins,area 2
PTN-2014-503,2014-12-12,"Area 24 except SA 24-3 (Dixon Pt.), 24-4, 24-8, 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~3 (dixon pt.), 24~4, 24~8, 24~9, 24~13 and 24~14"
PTN-2014-504,2014-12-12,SA 24-8,biotoxins,sa 24~8
PTN-2014-507,2014-12-16,"SA 24-3, 24-4, 24-9, 24-13 and 24-14",biotoxins,"sa 24~3, 24~4, 24~9, 24~13 and 24~14"
PTN-2014-511,2014-12-17,"Area 26, except 26-3",biotoxins,"area 26, except 26~3"
PTN-2014-512,2014-12-17,SA 26-3,biotoxins,sa 26~3
PTN-2014-513,2014-12-17,"Area 6, except portion SA 6-9",biotoxins,"area 6, except portion sa 6~9"
PTN-2014-514,2014-12-17,SA 6-9 (portion only),biotoxins,sa 6~9 (portion only)
PTN-2014-515,2014-12-18,Area 21 and 22 (ROLL OVER),biotoxins,area 21 and 22 (roll over)
PTN-2014-516,2014-12-18,"Area 28, roll-over",biotoxins,"area 28, roll-over"
PTN-2014-517,2014-12-18,Areas 11 and 111 (roll over),biotoxins,areas 11 and 111 (roll over)
PTN-2014-519,2014-12-18,"Area 3, roll-over",biotoxins,"area 3, roll-over"
PTN-2014-520,2014-12-18,"Area 27, roll-over",biotoxins,"area 27, roll-over"
PTN-2014-521,2014-12-18,"Area 10, roll over",biotoxins,"area 10, roll over"
PSN-2014-522,2014-12-18,Area 14 (Subarea 14-13) rainfall,sanitary closure,area 14 (subarea 14~13) rainfall
PTN-2014-523,2014-12-19,"Area 12, except SA 12-6 and 12-26",biotoxins,"area 12, except sa 12~6 and 12~26"
PTN-2014-524,2014-12-19,SA 12-6 and 12-26,biotoxins,sa 12~6 and 12~26
PTN-2014-526,2014-12-29,"SA 25-4, 25-5, 25-7 and 25-8",biotoxins,"sa 25~4, 25~5, 25~7 and 25~8"
PTN-2014-527,2014-12-29,SA 25-6,biotoxins,sa 25~6
PTN-2014-528,2014-12-29,"SA 17-4, 7-5, portion of 17-6, 17-8, 17-17",biotoxins,"sa 17~4, 7~5, portion of 17~6, 17~8, 17~17"
PTN-2014-531,2014-12-29,"Area 2 except SA 2-3, 2-6, 2-7",biotoxins,"area 2 except sa 2~3, 2~6, 2~7"
PTN-2014-532,2014-12-29,"SA 2-3, 2-6, 2-7",biotoxins,"sa 2~3, 2~6, 2~7"
PTN-2015-1,2015-01-02,"Area 23, except SA 23-3, ptn 23-6",biotoxins,"area 23, except sa 23~3, ptn 23~6"
PTN-2015-2,2015-01-02,SA 23-3 and 23-6 (except that portion NE useless inlet),biotoxins,sa 23~3 and 23~6 (except that portion ne useless inlet)
PTN-2015-3,2015-01-02,"Area 7, except SA 7-12,  7-17and 7-21",biotoxins,"area 7, except sa 7~12, 7~17and 7~21"
PTN-2015-4,2015-01-02,"SA 7-12,7-17 and 7-21",biotoxins,"sa 7~12,7~17 and 7~21"
PTN-2015-5,2015-01-02,Area 12,biotoxins,area 12
PTN-2015-9,2015-01-02,Area 18,biotoxins,area 18
PTN-2015-13,2015-01-05,"SA 25-6, 25-12 and 25-13",biotoxins,"sa 25~6, 25~12 and 25~13"
PTN-2015-14,2015-01-05,"Area 23, except SA 23-3, 23-6",biotoxins,"area 23, except sa 23~3, 23~6"
PTN-2015-15,2015-01-05,SA 23-3 and 23-6,biotoxins,sa 23~3 and 23~6
PTN-2015-16,2015-01-05,"SA 17-1, 17-2, 17-9  and ptn 17-6 (kuper Island)",biotoxins,"sa 17~1, 17~2, 17~9 and ptn 17~6 (kuper island)"
PTN-2015-17,2015-01-05,"SA 17-4, 7-5, 17-8, 17-10, 17-13, 17-15, 17-17, portion of 17-6",biotoxins,"sa 17~4, 7~5, 17~8, 17~10, 17~13, 17~15, 17~17, portion of 17~6"
PTN-2015-19,2015-01-05,SA17-16,biotoxins,sa17~16
PTN-2015-22,2015-01-06,SA 17-9  and ptn 17-6 (kuper Island),biotoxins,sa 17~9 and ptn 17~6 (kuper island)
PTN-2015-24,2015-01-06,"Area 18, except SA 18-2, 18-3 and 18-7",biotoxins,"area 18, except sa 18~2, 18~3 and 18~7"
PTN-2015-25,2015-01-06,"SA 18-2, 18-3 and 18-7",biotoxins,"sa 18~2, 18~3 and 18~7"
PTN-2015-26,2015-01-07,Area 5,biotoxins,area 5
PTN-2015-27,2015-01-07,Area 6,biotoxins,area 6
PTN-2015-29,2015-01-08,SA ptn 17-6 (kuper Island),biotoxins,sa ptn 17~6 (kuper island)
PTN-2015-33,2015-01-09,"Area 23, except SA 23-3, ptn 23-6 (except north of a line, Effingham Inlet)",biotoxins,"area 23, except sa 23~3, ptn 23~6 (except north of a line, effingham inlet)"
PTN-2015-34,2015-01-09,SA 23-3 and ptn 23-6 (except effigham Inlet),biotoxins,sa 23~3 and ptn 23~6 (except effigham inlet)
PTN-2015-38,2015-01-09,"SA 15-1, 15-4, 15-5 and 15-5",biotoxins,"sa 15~1, 15~4, 15~5 and 15~5"
PTN-2015-39,2015-01-14,"Area 23, except SA 23-3 and 23-6)",biotoxins,"area 23, except sa 23~3 and 23~6)"
PTN-2015-40,2015-01-14,SA 23-3 and 23-6,biotoxins,sa 23~3 and 23~6
PSN-2015-41,2015-01-19,Baynes Sound section B,sanitary closure,baynes sound section b
PTN-2015-42,2015-01-22,"Area 12, except 12-16 and 12-17",biotoxins,"area 12, except 12~16 and 12~17"
PTN-2015-43,2015-01-22,SA 12-16 and 12-17,biotoxins,sa 12~16 and 12~17
PTN-2015-47,2015-01-23,"SA 16-11, 16-16",biotoxins,"sa 16~11, 16~16"
PTN-2015-50,2015-01-23,Area 29,biotoxins,area 29
PTN-2015-52,2015-01-26,SA 13-17,biotoxins,sa 13~17
PTN-2015-53,2015-01-26,SA 14-3 and 14-13,biotoxins,sa 14~3 and 14~13
PTN-2015-54,2015-01-26,"SA 14-1, 14-2 and 14-4",biotoxins,"sa 14~1, 14~2 and 14~4"
PTN-2015-56,2015-01-27,"SA 15-1, 15-4, 15-5 (except ptn south of)",biotoxins,"sa 15~1, 15~4, 15~5 (except ptn south of)"
PTN-2015-57,2015-01-26,SA 16-19 and 16-22,biotoxins,sa 16~19 and 16~22
PTN-2015-58,2015-01-26,"SA 16-11, 16-16, 16-20 and 16-21",biotoxins,"sa 16~11, 16~16, 16~20 and 16~21"
PTN-2015-59,2015-01-26,SA 17-5 and  17-6,biotoxins,sa 17~5 and 17~6
PTN-2015-62,2015-01-27,SA 20-6 and 20-7,biotoxins,sa 20~6 and 20~7
PTN-2015-65,2015-01-27,"SA 24-3, 24-4, 24-13 and 24-14",biotoxins,"sa 24~3, 24~4, 24~13 and 24~14"
PTN-2015-66,2015-01-27,SA 24-9,biotoxins,sa 24~9
PTN-2015-71,2015-01-29,"SA 16-1, 16-2, 16-17, 16-19 and 16-22",biotoxins,"sa 16~1, 16~2, 16~17, 16~19 and 16~22"
PTN-2015-72,2016-01-29,"SA 16-3, 16-4, 16-10, 16-11, 16-16, 16-18, 16-20 and 16-21",biotoxins,"sa 16~3, 16~4, 16~10, 16~11, 16~16, 16~18, 16~20 and 16~21"
PTN-2015-73,2015-01-30,"Area 12, except 12-6, 12-16 and 12-17, 12-26",biotoxins,"area 12, except 12~6, 12~16 and 12~17, 12~26"
PTN-2015-74,2015-01-30,"SA 12-6, 12-16 and 12-17, 12-26",biotoxins,"sa 12~6, 12~16 and 12~17, 12~26"
PTN-2015-75,2015-01-30,SA 14-3,biotoxins,sa 14~3
PTN-2015-76,2015-01-30,"SA 14-1, 14-2 and 14-4, 14-13",biotoxins,"sa 14~1, 14~2 and 14~4, 14~13"
PTN-2015-77,2015-02-03,"Area 12, except 12-6 and 12-26",biotoxins,"area 12, except 12~6 and 12~26"
PTN-2015-78,2015-02-03,"SA 12-6, AND 12-26",biotoxins,"sa 12~6, and 12~26"
PTN-2015-81,2015-02-05,"Area 12, except 12-6, 12-16, 12-17, and 12-26",biotoxins,"area 12, except 12~6, 12~16, 12~17, and 12~26"
PTN-2015-82,2015-02-05,"SA 12-6, 12-16, 12-17 AND 12-26",biotoxins,"sa 12~6, 12~16, 12~17 and 12~26"
PSN-2015-83,2015-02-06,Close Baynes Sound Section B 14.22B,sanitary closure,close baynes sound section b 14~22b
PSN-2015-84,2015-02-06,Closes Baynes Sound Section A 14.22A,sanitary closure,closes baynes sound section a 14~22a
PTN-2015-85,2015-02-06,"Area 7, except SA 7-12,  7-17 and 7-21",biotoxins,"area 7, except sa 7~12, 7~17 and 7~21"
PTN-2015-86,2015-02-06,"SA 7-12,7-17 and 7-21",biotoxins,"sa 7~12,7~17 and 7~21"
PTN-2015-89,2015-02-06,Area 26,biotoxins,area 26
PTN-2015-91,2015-02-10,SA 16-19 and 16-22,biotoxins,sa 16~19 and 16~22
PTN-2015-92,2015-02-10,"SA 16-11, 16-16, 16-20 and 16-21",biotoxins,"sa 16~11, 16~16, 16~20 and 16~21"
PTN-2015-93,2015-02-11,"Area 2 except SA 2-3,2-7",biotoxins,"area 2 except sa 2~3,2~7"
PTN-2015-94,2015-02-11,"SA 2-3, 2-7",biotoxins,"sa 2~3, 2~7"
PTN-2015-95,2015-02-12,ptn of SA 13-1 (Sutil Point),biotoxins,ptn of sa 13~1 (sutil point)
PTN-2015-98,2015-02-12,PTN SA 13-1 (Sutil Point),biotoxins,ptn sa 13~1 (sutil point)
PTN-2015-99,2015-02-12,"SA 13-12, 13-13, ptn of SA 13-14 (Sutil Point)",biotoxins,"sa 13~12, 13~13, ptn of sa 13~14 (sutil point)"
PTN-2015-100,2015-02-12,ptn of SA 13-14 (Sutil Point),biotoxins,ptn of sa 13~14 (sutil point)
PTN-2015-101,2015-02-13,"Area 7, except SA 7-12,  7-17",biotoxins,"area 7, except sa 7~12, 7~17"
PTN-2015-102,2015-02-13,"SA 7-12, 7-17",biotoxins,"sa 7~12, 7~17"
PTN-2015-103,2015-02-13,"17-1, 17-2, 17-9, ptn 17-6 (Penelakut)",biotoxins,"17~1, 17~2, 17~9, ptn 17~6 (penelakut)"
PTN-2015-104,2015-02-13,SA 17-5 and  ptn 17-6 (Penelakut),biotoxins,sa 17~5 and ptn 17~6 (penelakut)
PTN-2015-106,2015-02-13,"Area 18, except SA 18-7",biotoxins,"area 18, except sa 18~7"
PTN-2015-107,2015-02-13,SA 18-7,biotoxins,sa 18~7
PTN-2015-109,2015-02-13,"SA 16-1, 16-2, 16-17, 16-19 and 16-22",biotoxins,"sa 16~1, 16~2, 16~17, 16~19 and 16~22"
PTN-2015-110,2015-02-13,"SA 16-3, 16-4, 16-10, 16-11, 16-16, 16-18, 16-20 and 16-21",biotoxins,"sa 16~3, 16~4, 16~10, 16~11, 16~16, 16~18, 16~20 and 16~21"
PTN-2015-115,2015-02-13,Ptn of SA 13-14 (Sutil Point),biotoxins,ptn of sa 13~14 (sutil point)
PTN-2015-116,2015-02-17,"Area 12, except 12-6, and 12-26",biotoxins,"area 12, except 12~6, and 12~26"
PTN-2015-117,2015-02-17,"SA 12-6,  AND 12-26",biotoxins,"sa 12~6, and 12~26"
PTN-2015-119,2015-02-17,"SA 13-12, 13-13, Ptn of SA 13-14 (Sutil Point)",biotoxins,"sa 13~12, 13~13, ptn of sa 13~14 (sutil point)"
PTN-2015-121,2015-02-18,SA 17-5 and 17-6,biotoxins,sa 17~5 and 17~6
PTN-2015-123,2015-02-18,"Area 18, except SA 18-2, 18-3, 18-7",biotoxins,"area 18, except sa 18~2, 18~3, 18~7"
PTN-2015-124,2015-02-18,"SA 18-2, 18-3, 18-7",biotoxins,"sa 18~2, 18~3, 18~7"
PTN-2015-125,2015-02-19,"Area 2 except SA 2-3, 2-7 , 2-12, 2-13",biotoxins,"area 2 except sa 2~3, 2~7 , 2~12, 2~13"
PTN-2015-126,2015-02-19,"SA 2-3, 2-7, 2-12, 2-13",biotoxins,"sa 2~3, 2~7, 2~12, 2~13"
PTN-2015-127,2015-02-19,"Area 12, except 12-6, 12-16, 12-17 and 12-26",biotoxins,"area 12, except 12~6, 12~16, 12~17 and 12~26"
PTN-2015-128,2015-02-19,"SA 12-6,  12-16, 12-17 AND 12-26",biotoxins,"sa 12~6, 12~16, 12~17 and 12~26"
PTN-2015-129,2015-02-20,"SA 12-6,   12-26",biotoxins,"sa 12~6, 12~26"
PTN-2015-130,2015-02-20,SA 12-16 and 12-17,biotoxins,sa 12~16 and 12~17
PTN-2015-135,2015-02-23,"Area 2 except SA 2-12, 2-13",biotoxins,"area 2 except sa 2~12, 2~13"
PTN-2015-136,2015-02-23,"SA 2-12, 2-13",biotoxins,"sa 2~12, 2~13"
PSN-2015-137,2015-02-25,portion of Area 14 (14.oo Northern Baynes Sound),sanitary closure,portion of area 14 (xx northern baynes sound)
PTN-2015-138,2015-02-27,Area 4 except Ptn of SA 4-9,biotoxins,area 4 except ptn of sa 4~9
PTN-2015-139,2015-02-27,Ptn of SA 4-9,biotoxins,ptn of sa 4~9
PTN-2015-140,2015-02-27,Area 7,biotoxins,area 7
PTN-2015-143,2015-02-27,"Area 24 except SA 24-4, 24-6, 24-7 and 24-9",biotoxins,"area 24 except sa 24~4, 24~6, 24~7 and 24~9"
PTN-2015-144,2015-02-27,SA 24-7,biotoxins,sa 24~7
PTN-2015-145,2015-02-27,SA 24-4,biotoxins,sa 24~4
PTN-2015-146,2015-03-02,SA 24-6 AND 24-7,biotoxins,sa 24~6 and 24~7
PTN-2015-149,2015-03-03,"Area 26, EXCEPT SA 26-3",biotoxins,"area 26, except sa 26~3"
PTN-2015-150,2015-03-03,SA 26-3,biotoxins,sa 26~3
PTN-2015-152,2015-03-06,"SA 16-1, 16-2, 16-19 and 16-22",biotoxins,"sa 16~1, 16~2, 16~19 and 16~22"
PTN-2015-153,2015-03-06,"SA 16-11, 16-16, 16-18, 16-20 and 16-21",biotoxins,"sa 16~11, 16~16, 16~18, 16~20 and 16~21"
PTN-2015-154,2015-03-10,Area 2,biotoxins,area 2
PSN-2015-155,2015-03-11,"14.pp Aquaculture lease #140083 (portion of 14-8 Deep Bay, Baynes Sound)",sanitary closure,"xx aquaculture lease #140083 (portion of 14~8 deep bay, baynes sound)"
PTN-2015-157,2015-03-13,"SA 16-1, 16-2, 16-17. 16-19 and 16-22",biotoxins,"sa 16~1, 16~2, 16~17. 16~19 and 16~22"
PTN-2015-158,2015-03-13,"SA 16-3, 16-4, 16-10, 16-11, 16-16, 16-18, 16-20 and 16-21",biotoxins,"sa 16~3, 16~4, 16~10, 16~11, 16~16, 16~18, 16~20 and 16~21"
PTN-2015-161,2015-03-13,"SA 24-3, 24-4, 24-13 and 24-14",biotoxins,"sa 24~3, 24~4, 24~13 and 24~14"
PTN-2015-162,2015-03-16,SA 18-2 and 18-3,biotoxins,sa 18~2 and 18~3
PTN-2015-163,2015-03-16,SA 18-7,biotoxins,sa 18~7
PTN-2015-164,2015-03-17,"SA 16-1, 16-2, 16-19 and 16-22",biotoxins,"sa 16~1, 16~2, 16~19 and 16~22"
PTN-2015-166,2015-03-17,"Area 24 except SA 24-3, 24-4, 24-9, 24-13 and 24-14",biotoxins,"area 24 except sa 24~3, 24~4, 24~9, 24~13 and 24~14"
PTN-2015-167,2015-03-17,"SA 24-3, 24-4, 24-9, 24-13 AND 24-14",biotoxins,"sa 24~3, 24~4, 24~9, 24~13 and 24~14"
PTN-2015-168,2015-03-17,SA 14-11.,biotoxins,sa 14~11.
PTN-2015-169,2015-03-17,"Area 2, EXCEPT SA 2-18",biotoxins,"area 2, except sa 2~18"
PTN-2015-170,2015-03-17,SA 2-18,biotoxins,sa 2~18
PTN-2015-171,2015-03-17,"Area 12, except 12-6,  and 12-26",biotoxins,"area 12, except 12~6, and 12~26"
PTN-2015-173,2015-03-18,SA 19-5,biotoxins,sa 19~5
PTN-2015-174,2015-03-18,Area 1,biotoxins,area 1
PTN-2015-175,2015-03-20,"Area 26, EXCEPT SA 26-3, 26-5, 26-6",biotoxins,"area 26, except sa 26~3, 26~5, 26~6"
PTN-2015-176,2015-03-20,"SA 26-3, 26-5, 26-6",biotoxins,"sa 26~3, 26~5, 26~6"
PTN-2015-177,2015-03-20,"Area 12, except 12-6,  12-16, 12-17 and 12-26",biotoxins,"area 12, except 12~6, 12~16, 12~17 and 12~26"
PTN-2015-178,2015-03-20,SA 12-16 and 12-17,biotoxins,sa 12~16 and 12~17
PTN-2015-180,2015-03-26,"Area 1, EXCEPT SA 1-5",biotoxins,"area 1, except sa 1~5"
PTN-2015-181,2015-03-26,SA 1-5,biotoxins,sa 1~5
PTN-2015-182,2015-03-27,SA 13-1,biotoxins,sa 13~1
PTN-2015-185,2015-04-02,"SA 18-2, 18-3 and 18-7",biotoxins,"sa 18~2, 18~3 and 18~7"
PTN-2015-188,2015-04-02,"Area 23, except SA 23-3, 23-5, ptn 23-6",biotoxins,"area 23, except sa 23~3, 23~5, ptn 23~6"
PTN-2015-189,2015-04-02,"SA 23-3, 23-5 and 23-6 (except that portion NE useless inlet)",biotoxins,"sa 23~3, 23~5 and 23~6 (except that portion ne useless inlet)"
ptn-2015-192,2015-04-08,"SA 16-1, 16-17, 16-19 and 16-22",biotoxins,"sa 16~1, 16~17, 16~19 and 16~22"
ptn-2015-193,2015-04-08,"SA 16-2, 16-11, 16-16, 16-18, 16-20 and 16-21",biotoxins,"sa 16~2, 16~11, 16~16, 16~18, 16~20 and 16~21"
PTN-2015-196,2015-04-09,"SA 18-2, 18-3",biotoxins,"sa 18~2, 18~3"
PTN-2015-197,2015-04-09,SA 18-7,biotoxins,sa 18~7
PTN-2015-199,2015-04-15,"Area 23, except SA 23-3, 23-5, ptn 23-6, 23-9, 23-10",biotoxins,"area 23, except sa 23~3, 23~5, ptn 23~6, 23~9, 23~10"
PTN-2015-200,2015-04-15,"SA 23-3, 23-4",biotoxins,"sa 23~3, 23~4"
PTN-2015-201,2015-04-15,"SA 23-5, 23-6 (except ptn of 23-6 northeast Useless Inlet), 23-10",biotoxins,"sa 23~5, 23~6 (except ptn of 23~6 northeast useless inlet), 23~10"
PTN-2015-202,2015-04-15,SA 23-9,biotoxins,sa 23~9
PTN-2015-206,2015-04-22,"Area 23, except SA 23-3, 23-4, 23-5, ptn 23-6, 23-10",biotoxins,"area 23, except sa 23~3, 23~4, 23~5, ptn 23~6, 23~10"
PTN-2015-207,2015-04-22,"SA 23-3, 23-4, 23-10",biotoxins,"sa 23~3, 23~4, 23~10"
PTN-2015-208,2015-04-22,"SA 23-5, 23-6 (except ptn of 23-6 northeast Useless Inlet)",biotoxins,"sa 23~5, 23~6 (except ptn of 23~6 northeast useless inlet)"
PTN-2015-211,2015-04-24,Area 24 except SA 24-9,biotoxins,area 24 except sa 24~9
PTN-2015-212,2015-04-24,SA  24-9,biotoxins,sa 24~9
PTN-2015-215,2015-04-24,Area 4,biotoxins,area 4
PTN-2015-218,2015-04-29,SA 16-19 and 16-22,biotoxins,sa 16~19 and 16~22
PTN-2015-220,2015-04-29,SA17-16,biotoxins,sa17~16
PTN-2015-221,2015-04-29,"SA 18-2, 18-3, 18-7",biotoxins,"sa 18~2, 18~3, 18~7"
PTN-2015-224,2015-04-29,Area 4 except a portion SA 4-9,biotoxins,area 4 except a portion sa 4~9
PTN-2015-225,2015-04-29,Portion SA 4-9,biotoxins,portion sa 4~9
PTN-2015-231,2015-05-01,"Area 23, except SA 23-3, 23-4, 23-5, 23-10",biotoxins,"area 23, except sa 23~3, 23~4, 23~5, 23~10"
PTN-2015-232,2015-05-05,"SA 23-3, 23-4, 23-5, 23-10",biotoxins,"sa 23~3, 23~4, 23~5, 23~10"
PTN-2015-234,2015-05-01,"SA 16-1, 16-2, 16-11, 16-16, 16-18, 16-20, 16-21",biotoxins,"sa 16~1, 16~2, 16~11, 16~16, 16~18, 16~20, 16~21"
PTN-2015-240,2015-05-08,"SA 14-3, 14-13",biotoxins,"sa 14~3, 14~13"
PTN-2015-241,2015-05-08,"SA 14-1, 14-2 and 14-4",biotoxins,"sa 14~1, 14~2 and 14~4"
PTN-2015-244,2015-05-08,Area 26,biotoxins,area 26
PTN-2015-245,2015-05-08,"Area 12, except SA 12-16, 12-17",biotoxins,"area 12, except sa 12~16, 12~17"
PTN-2015-246,2015-05-08,"Area 23, except SA 23-4, 23-5, 23-10",biotoxins,"area 23, except sa 23~4, 23~5, 23~10"
PTN-2015-247,2015-05-08,"SA 23-4, 23-5, 23-10",biotoxins,"sa 23~4, 23~5, 23~10"
PTN-2015-248,2015-05-08,"SA 17-5, ptn of 17-6 (Kuper)",biotoxins,"sa 17~5, ptn of 17~6 (kuper)"
PTN-2015-250,2015-05-08,"SA 17-9, ptn 17-6 (Kuper)",biotoxins,"sa 17~9, ptn 17~6 (kuper)"
PSN-2015-255,2015-07-08,"Area 15 - new closure 15.29 Refuge Cove, West Redonda Islands",sanitary closure,"area 15 - new closure 15~29 refuge cove, west redonda islands"
PSN-2015-256,2015-06-03,"Area 16 - new closure 16.49 Hidden Basin, Nelson Island",sanitary closure,"area 16 - new closure 16~49 hidden basin, nelson island"
