csd_id,csd_name,topic,characteristic,total,year
5955014,DAWSON CREEK,Labour Force Indicators,Unemployment rate,10.3,2001
5955014,DAWSON CREEK,Selected Household Characteristics,"Median household income, 2000 ($) - All households",43805,2001
5955021,PEACE RIVER D,Labour Force Indicators,Unemployment rate,7.9,2001
5955021,PEACE RIVER D,Selected Household Characteristics,"Median household income, 2000 ($) - All households",52554,2001
5955023,PEACE RIVER E,Labour Force Indicators,Unemployment rate,10.5,2001
5955023,PEACE RIVER E,Selected Household Characteristics,"Median household income, 2000 ($) - All households",49364,2001
5955025,HUDSON'S HOPE,Labour Force Indicators,Unemployment rate,18,2001
5955025,HUDSON'S HOPE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",41444,2001
5955030,TAYLOR,Labour Force Indicators,Unemployment rate,4.6,2001
5955030,TAYLOR,Selected Household Characteristics,"Median household income, 2000 ($) - All households",54788,2001
5955034,FORT ST. JOHN,Labour Force Indicators,Unemployment rate,9.1,2001
5955034,FORT ST. JOHN,Selected Household Characteristics,"Median household income, 2000 ($) - All households",55155,2001
5955040,PEACE RIVER B,Labour Force Indicators,Unemployment rate,6.2,2001
5955040,PEACE RIVER B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",42302,2001
5955042,PEACE RIVER C,Labour Force Indicators,Unemployment rate,5.9,2001
5955042,PEACE RIVER C,Selected Household Characteristics,"Median household income, 2000 ($) - All households",67549,2001
5955801,EAST MOBERLY LAKE 169,Labour Force Indicators,Unemployment rate,41.7,2001
5955801,EAST MOBERLY LAKE 169,Selected Household Characteristics,"Median household income, 2000 ($) - All households",30059,2001
5955802,WEST MOBERLY LAKE 168A,Labour Force Indicators,Unemployment rate,0,2001
5955802,WEST MOBERLY LAKE 168A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5955803,BLUEBERRY RIVER 205,Labour Force Indicators,Unemployment rate,75,2001
5955803,BLUEBERRY RIVER 205,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5955804,DOIG RIVER 206,Labour Force Indicators,Unemployment rate,33.3,2001
5955804,DOIG RIVER 206,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5955807,FORT WARE 1,Labour Force Indicators,Unemployment rate,44.4,2001
5955807,FORT WARE 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5955808,HALFWAY RIVER 168,Labour Force Indicators,Unemployment rate,50,2001
5955808,HALFWAY RIVER 168,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5955812,INGENIKA POINT,Labour Force Indicators,Unemployment rate,NA,2001
5955812,INGENIKA POINT,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5957022,STIKINE REGION,Labour Force Indicators,Unemployment rate,13.3,2001
5957022,STIKINE REGION,Selected Household Characteristics,"Median household income, 2000 ($) - All households",35244,2001
5957801,DEASE LAKE 9,Labour Force Indicators,Unemployment rate,50,2001
5957801,DEASE LAKE 9,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5957802,UNNAMED 10,Labour Force Indicators,Unemployment rate,NA,2001
5957802,UNNAMED 10,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5957803,FIVE MILE  POINT 3,Labour Force Indicators,Unemployment rate,30,2001
5957803,FIVE MILE  POINT 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5957804,GOOD HOPE LAKE,Labour Force Indicators,Unemployment rate,0,2001
5957804,GOOD HOPE LAKE,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5957805,TAHLTAN 1,Labour Force Indicators,Unemployment rate,NA,2001
5957805,TAHLTAN 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5957813,LOWER POST,Labour Force Indicators,Unemployment rate,NA,2001
5957813,LOWER POST,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5957814,LIARD RIVER 3,Labour Force Indicators,Unemployment rate,30,2001
5957814,LIARD RIVER 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5959005,FORT NELSON,Labour Force Indicators,Unemployment rate,5.6,2001
5959005,FORT NELSON,Selected Household Characteristics,"Median household income, 2000 ($) - All households",67158,2001
5959011,NORTHERN ROCKIES A,Labour Force Indicators,Unemployment rate,2.7,2001
5959011,NORTHERN ROCKIES A,Selected Household Characteristics,"Median household income, 2000 ($) - All households",75175,2001
5959013,NORTHERN ROCKIES B,Labour Force Indicators,Unemployment rate,0,2001
5959013,NORTHERN ROCKIES B,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
5959805,FONTAS 1,Labour Force Indicators,Unemployment rate,NA,2001
5959805,FONTAS 1,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5959806,FORT NELSON 2,Labour Force Indicators,Unemployment rate,NA,2001
5959806,FORT NELSON 2,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5959809,KAHNTAH 3,Labour Force Indicators,Unemployment rate,NA,2001
5959809,KAHNTAH 3,Selected Household Characteristics,"Median household income, 2000 ($) - All households",NA,2001
5959810,PROPHET RIVER 4,Labour Force Indicators,Unemployment rate,33.3,2001
5959810,PROPHET RIVER 4,Selected Household Characteristics,"Median household income, 2000 ($) - All households",0,2001
