Species.ID,Ecol.Imp.Score,Ecol.Imp.Docu,Ecol.Imp.Sources,Ecol.Imp.Text,Scope.Score,Scope.Docu,Scope.Distribution,Scope.Sources,Scope.Text,Inv.Potl.Score,Inv.Potl.Docu,Inv.Potl.Established,Inv.Potl.Sources,Inv.Potl.Text,Mgt.Diff.Score,Mgt.Diff.Docu,Mgt.Diff.Sources,Mgt.Diff.Text
717,4,COMP PR/RE,"Ref002, Ref042","Its invasion and spread leads to the exclusion of native plant species and the reduction of suitable feeding habitat for wildfowl and waders. Used for erosion control, livestock feed and green manure. 
Increases sedimentation. 
Invades mudflats rich in invertebrates and used by overwintering shorebirds and waterfowl; Replaces more diverse plant communities; 
Produces dense, monotypic stands that alter succession and are replaced in ungrazed areas by equally species-poor communities; and 
Promotes agricultural reclamation that results in the destruction of species-rich salt marsh habitats.
Dense infestations at river mouths lead to decreased flow and increased flooding.",4,COMP PR/RE,Locally pervasive,Ref002,,3,COMP PR/RE,No,Ref002,"Potential for transport in ships ballast, on migrating birds, intentional for coastal protection and land reclamation schemes, and natural dispersal.
Seeds spread on wind and in water.",3,COMP PR/RE,Ref002,"Smothering and repetitive burning are effective on small infestations. Complete eradication requires repeated treatments. No known eradications of large, spreading infestations."
3,4,COMP PR/RE,Ref001,"Nuisance in recreational use of waters, increased risk to swimmers & problems of ""swimmers itch"". Infestations clog water intakes for industrial plants & electric power plants, depress reality values, result in lowered dissolved oxygen levels & cause significant increases in mosquitoes such as Anopheles quadrimaculatus (Bates et al. 1985). Temperature profiles of lakes may be altered by as much as 10øC per metre in shallow water (Dale and Gillespie 1977). 
Its aggressiveness suppresses other alien macrophytes such as curly-leaved pondweed (Potamogeton crispus). 
At Cultus Lake, British Columbia, infestations have a negative impact on gravel spawning beds used by salmon. Water quality may also be impacted. Eurasian watermilfoil concentrates large quantities of sediment phosphorus in its tissues.",4,COMP PR/RE,Regionally pervasive,Ref001,Eurasian watermilfoil occurs in 23 states of the contiguous United States,4,COMP PR/RE,No,"Ref001, Ref005","It has spread to watersheds in British Columbia on boating equipment (Newroth 1985). Road checks in Minnesota have found aquatic vegetation on 23% of all trailered watercraft inspected (Bratager 1996). Possible spread in No. America by migrating waterfowl also been suggested.
Spreads and reproduces mainly by regrowth of plant fragments; spreads locally by stolons; will halt boat traffic on rivers; will fill a lake surface from shore to shore.",4,COMP PR/RE,Ref001,"Control expensive. Chemicals result in fish kills. Mechanical harvesters are costly, produce fragments that exacerbate problem downstream. Water drawdowns helpful, bottom barriers control growth in localized areas. Weevils used in biocontrol."
10,3,RE,"Ref002 (citing Goggin 1999, Ross et al. 2003)","Derwent Estuary: reached high densities (1100 per sq m), especially close to port areas in estuary,  and has become dominant benthic invertebrate predator; considered major threat to native assemblages",4,RE,Locally pervasive,Ref002,"Concentrated in estuaries, but spreading along coastlines as well",3,RE,No,Ref002,"Populations in Derwent Estuary and Port Phillip Bay are ""established and expanding""; No indication of speed of expansion",4,RE,Ref002,Well established and abundant.  Management efforts to prevent and control in new locations.
27,3,COMP PR/RE,"Ref006, Ref019","Fouling of human structures; economic losses to aquaculture.
Block flow of water in power plants & clog and corrode condenser tubes.
Used as an indicator of biopollution of heavy metals, organochlorines, and petroleum hydrocarbons (Bryan, 1976). According to Philips (1980), and IOC (1981), P. viridis is one of the best mussel species to test for biopollution.",4,COMP PR/RE,Regionally patchy,"Ref006, Ref019","Now well established in the Tampa Bay estuary, being first discovered by divers doing maintentance work at the TECO powerplant in South Hillsborough County (Tampa Bay Estuary Program, 2000).",4,COMP PR/RE,No,"Ref019, Ref056","Has the potential to have increases its geographical distribution by step-wise larval dispersal, or ""island hopping."" The threat of invasion to coastal ports near Tampa Bay from intercoastal transport is now a distinct possibility that will require monitoring.
The green mussel was first recorded being seen in Trinidad in the mid-1990s (Agard et al., 1992). The mussels later moved southward to the Gulf of Paria by mode of prevailing currents (Agard et al., 1992). In 1993 the mussel population from Trinidad is thought to have been dispersed into Venezuela by currents (Agard et al., 1992) and human activities (Rylander et al., 1996).",3,COMP PR/RE,"Ref006, Ref019","Several management options suggested.
Continuous high-level chlorination of the intake tunnels effectively detachs and kills the green mussels(Rajagopal et al., 1996). (GCMFC). However if not all mussels are killed & density will increase again."
28,3,COMP PR/RE,Ref006,"Outcompetes and preys upon native species; changes sediment chemistry. Nutrient changes may affect many species living in the sediments, and it may also promote bacterial activity.",4,COMP PR/RE,Regionally patchy,Ref006,,1,RE,No,Ref002,Sedentary worm with planktonic larvae. Low potential to spread from introduced area.,U,,,
29,2,COMP PR/RE,"Ref006, Ref069","Significant fouling organism.
Like other invasive tunicates, A. aspersa is a tough competitor that outcompetes and replaces native solitary tunicates.
The tunicate can form large populations and subsequent high amounts of biomass (Pederson et al. 2003), which redirects energy pathways to decomposers and not to higher trophic communities because it lacks many predators (Currie, 1998). It also directly competes with other native filter-feeding fauna of economic importance like scallops, mussels, and oysters (Currie, 1998).",4,COMP PR/RE,Regionally pervasive,Ref006,,1,PR,No,"Ref235, Ref069","Low potential for spread in ocean currents. Fertilization is enhanced by low energy, sheltered environments.
This species is able to withstand variable salinities, enabling it to spread to estuaries. A. aspersa is a fouling organism on ship hulls, anchor chains, marina floats, shellfish beds, and other firm surfaces.",4,COMP PR/RE,Ref006,Changes to salinity and copper compound management options suggested to clean fouled surfaces. No known successful eradications in marine environments.
30,2,COMP PR/RE,Ref006,Causes economic losses in aquaculture; negatively affects sediment chemistry,4,COMP PR/RE,,Ref006,,3,PR,No,Ref236,"Boccardia proboscidea has a pan-Pacific distribution including the west coast of North America, Japan, and southeastern Australia. This distribution is attributed in part to the production of early and late larval stages that are widely dispersed by ocean currents.",3,COMP PR/RE,Ref006,Copper compounds suggested for management. No known successful eradications once established.
31,4,COMP PR/RE,"Ref006, Ref002","Nutrient depletion; causes decrease in biodiviersity; aquaculture fouling.
Recorded as preventing the re-establishment of native algal species in New Zealand but can not competitively exclude them. In Australia it is reported to settle on native algae and shellfish and to foul commercial fishing nets. This causes economic hardships to commercial businesss. In some areas large wracks of the algae accumulate and rot on beaches after storms.",4,COMP PR/RE,Regionally pervasive,Ref006,,2,COMP PR/RE,No,"Ref002, Ref030, Ref006","Water currents can and will carry this species over long distances introducing it to new locations.
Drift of mature, detached plants or fragments of plants is likely to be the main method of expansion for established populations.
The introduced form is parthenogenetic with the alga releasing motile female gametes ""swarmers"" that can germinate in the water column without fertilization.",4,COMP PR/RE,Ref006,"Several management options listed. Eradication is not very successful, prevention is best management."
32,2,COMP PR/RE,Ref006,Fouling; dramatically changes habitat; Neagatively affects native habitat; fouling; facilitates transmission of new pathogens,4,COMP PR/RE,Regionally pervasive,Ref006,,1,RE,No,Ref030,A fouling organism requiring assisted transport to expand alien range.,2,COMP PR/RE,Ref006,Many management options listed
33,4,COMP PR/RE,"Ref006, Ref073","Negatively affects ecosystem. 
Form dense mats, affect native species due to food competition. Blamed for smothering and killing bivalves, including cultivated clams, in China and Japan. Enhance growth of eelgrass in Southern California.",4,COMP PR/RE,Regionally pervasive,"Ref006, Ref073",,2,COMP PR/RE,No,"Ref006, Ref037, Ref073","Possible natural range expansion through the Suez Canal. Fits the classical concept of opportunist: a long planktonic dispersal stage, small, variable body size, high fecundity, short life-span.",4,COMP PR/RE,Ref002,"air exposure/dessication/freezing, commerical harvesting for food and fertiliser, dredging/beamtrawling/mopping, heated water treatment (baths, spray)."
34,1,COMP PR/RE,Ref006,Fouling,4,COMP PR/RE,Regionally pervasive,Ref006,,1,RE,No,Ref006,A fouling organism requiring assisted transport to expand alien range.,4,COMP PR/RE,"Ref002, Ref684","No known effective eradications. Hulls and docks can be cleaned, but species reestablishes."
35,2,COMP PR/RE,Ref006,Voracious predator of native sea slugs,4,COMP PR/RE,Regionally patchy,Ref006,,1,COMP PR/RE,No,Ref102,"Shipping would be most likely mechanism of introduction (hull fouling or ballast). Ocean current transported larvae is possible, but considered unlikely.",2,COMP PR/RE,Ref102,No control measures taken.
313,1,COMP PR/RE,Ref009,"This is a prized, sought-after commercial species; impacts in Hawaii thus far unstudied, but the fact that it is a large, carniverous, and aggressive species eating native mollusks, crustaceans, and polychaetes, as well as small amounts of plants and debris.",4,COMP PR/RE,Locally patchy,Ref009,,2,COMP PR/RE,No,"Ref009, Ref019","Brock (1960) attributed part of the success of the crab, in light of the relatively few individuals released, as being due in part to the fact that some of the estuarine areas where this species was released have a low rate of tidal flushing, a situation which may be conducive to the rapid growth of a population within the estuarine area. Enters estuaries of streams and ascending far up some of the larger rivers.
While most of the life cycle of S. serrata is spent in inshore waters, especially estuaries, the females migrate offshore with the fertilized eggs (up to about two million eggs at a time) attached to the pleopods, where they hatch in a few weeks (Hill, 1974, 1994).",U,,,
